id,text,topic_label,sentiment_label,confidence,include,notes
199,Mesa chinyengo amayambitsa ndi a police omwewo,economy,negative,high,yes,
200,Kobela ndarama kumeneko sichoncho 🤔 ma allowance mbweee athuwo just make sure fuel station iliyose ili fuel bas za black market zimatha zokha mxiew,economy,negative,high,yes,
201,Zipwirikiti zimachitika wa polisi  ali pompo nde ndamenenso amalandira cash nkumajowetsa anthu,economy,negative,high,yes,
202,Kuopa kumenyedwa,economy,neutral,high,yes,
203,I thought Tuesday is just tomorrow??,economy,neutral,high,yes,
204,Ndiye wa police wache asakhale waku malawi tu,economy,negative,high,yes,
205,Mwayiwal kut a police ndabale anthu😂😂😂 5pin imawakwanila 😂😂😂😂,economy,negative,high,yes,
206,Zafikatu pa nabola nsima,economy,negative,high,yes,
207,Mwai  wapolice   wafika  tsopano,economy,negative,high,yes,
208,Apolice ake ama 2pin omwewa,economy,neutral,high,yes,
209,Kkkk kuzinamiza kwenikweni,economy,negative,high,yes,
210,Osangoti fuel kulibe bwanji?,economy,negative,high,yes,
211,A police ndi amene safuna ndalama? Waste of time and money. Nthawi yawo ama filling station aphe makwacha mu proven leadership.,economy,negative,high,yes,
212,"Malawi likhala dziko loyamba muno mu Africa , kuika wa police pa filling stations 😎",economy,neutral,high,yes,
213,A police aphula apa,economy,neutral,low,yes,
214,Nyasa For Chingambwe Basi,economy,negative,low,no,irrelevant
215,Wiseless,economy,negative,high,yes,
216,Wa police nawo ndalama  wakuyikhumbatu 5pin chigubu basi watunga mafuta,economy,negative,high,yes,
217,Nthawi ya Apolisi kuti adye tsopano,economy,negative,high,yes,
218,"nde kungowapatsa avenue for allowance collection, kkkkkkk",economy,negative,high,yes,
219,Kkkkkk solution imeneo?,economy,negative,high,yes,
220,Ndie kt Mafuta ayamba kupezekano.....Odi nkayang'ane pa Filling nane,economy,neutral,high,yes,
221,Ndani safuna ndalama wa police naye ndi munthu oti ali ndi mavuto,economy,negative,high,yes,
222,Eee mbolatu basii,economy,negative,high,yes,
223,"Aaaaaaa apolice ake amaluziwa mukunamatu,",economy,negative,high,yes,
224,Police officers are the one's initiating bribes and causing violence. I prefer kugwra ntchito nokha than awawa.mbava,economy,negative,high,yes,
225,"Aaaaa Police ikakhala zoti yagwila munthu aaaa, uku Nde timati kudyetsela anamkafumbwe",economy,negative,high,yes,
226,Nde iti iti iyyyyy,economy,neutral,high,yes,
227,Zakuvutan chabe hiyaaaa,economy,negative,high,yes,
228,Police officer plus fuel attendant imeneyo ndi the most lethal combination anyamata adya bwinotu kkkkkkk,economy,negative,low,yes,sarcasism
229,Boma labalalika kuno 🤣🙌,economy,negative,medium,yes,
230,"Poyamba mumkati anthu akuzembetsa mafuta chifukwa chakuti Kuno ndiotchipa, pano Malawi ndiyo  ili ndi mtengo okwera wa mafuta kusiyana ndi mayiko otizungulira. OK, does it mean kuti akugula odulawa kumakagulitsa motchipa?.",economy,negative,high,yes,
231,"Aaaaaa amaphulira kale ma drum a police zatifuxen ifee,,apopo bas zawo zaera",economy,negative,medium,yes,
232,😂😂 Nde bolaso bringing order yo tizipangana tokhatokha,economy,negative,medium,yes,
233,"timaika 200L mu toyota carina 😂 ndikudusa a police omweo, tipangekox ndlma nafe mu nyengo imenei",economy,negative,low,yes,
234,Tathilani full tank tikapope tikakafika apo,economy,neutral,medium,yes,
235,Pa meru pa nyambadwe amalowesa awo kumawapasa ma pin,economy,negative,medium,yes,
236,A police ake amaluziwa nde zitani🤣😂,economy,negative,high,yes,
237,Tufuna mafuta osat mapholisa,economy,negative,low,yes,
238,Apa wapeza mgodi mzanga ali phee,economy,negative,medium,yes,
239,Ubwino wake wa police yo Aliso ndi mavuto ake ofuna ndalama,economy,negative,low,yes,
240,A police ake awa omachoka kwao asanadyewa? Tikawagulira samusa komko😂,economy,negative,low,yes,
241,Apolice wo ndie achinyengowo,economy,negative,medium,yes,
242,a Police ndiye a Corruption nanga? munthu azikagadila pa Filling station salary yake yochepa?,economy,negative,medium,yes,
243,Boma likupepuka 😹😹😹😹🤗,economy,negative,medium,yes,
244,A police mpakana ? Osangoyikapo a inkata bwanji sapanga chinyengo kwambiri,economy,negative,low,yes,
245,Apolice nde akudyatu bwino,economy,negative,medium,yes,
246,Naye wa police apange dollar,economy,negative,medium,yes,
247,Sorry Malawi,economy,neutral,high,yes,
248,Poor thoughts,economy,negative,high,yes,
249,"Good move 
Police officers athandiza just be vigilant on corruption.
MAFUTA akafika pa filling onse akumatutidwa nkuikidwa pakhomo zigubu it's a business now.
Suggestions.
Pakhale njira ina yochita identify vehicle owners than kumagulitsa vendors instead of vehicle owners",economy,positive,high,yes,
250,"Anduna anati mafuta ndi ambiri, ndie a police azikataniko mesa munthu azikathila momwe wafunila",economy,negative,medium,yes,
251,Akatero nde kuti timfuta totapitsa atipeza,economy,negative,medium,yes,
252,A police zinyengo ndizo kudya kwawo palibe chomwe angapange azingopochera,economy,negative,low,yes,
253,Uku ndiye timati kulephera kugwira ntchito mmalo mongopeza njira zoti mafuta azipezeka okwanila akulimbana ndi zigubu,economy,negative,medium,yes,
254,Komaso akakhalapo nde kachinyengo kake kamakhala ka smart kwambili 😂😂😂😂 ndazikomda kwabas,economy,negative,medium,yes,
255,Paja mumati fuel ali mnjira,economy,neutral,medium,yes,
256,Deploy them in all Petroda and Simso filling stations including Kawale Engen the rest have gotten good strategies on their own more than police.,economy,neutral,high,yes,
257,"Ikanipo ma robot osati athu oti Alindi mavuto mmanyumba mwawo😂😂😂😂,",economy,negative,medium,yes,
258,Ndipo ngati kuli eni zinyengo ndi apolice wo 😂😂,economy,negative,medium,yes,
259,Kkkk police yake itiyo..... Bola munakati pazikhalapo mmbusa modzi olo mkulu wampingo.,economy,negative,high,yes,
260,Nzeru za dzana zapita kuti? Mesa mmati njira yabwino ndikuonetsetsa kuti mafuta akupedza tsiku lililonse. Tangopani zomwezo. Kumwesa kumapita.,economy,neutral,high,yes,
261,Ohoo paja mumkat bola amu,economy,neutral,medium,yes,
262,Kulemela kwa wa police kwafika🤣🤣🤣🤣🤣🤣🤣,economy,negative,low,yes,
263,Bringing order yakutinso akumafuna ndalama ati kuti uthile mapholisa saona podyela 🙌,economy,negative,low,yes,
264,Kkkkk koma munakweza mafuta kuti anthu omwe amagula ndikumakagulitsa maiko akwina asiye koma zikukuvutani.,economy,negative,medium,yes,
265,"Boma lokanika ili mpakana apolice muma filling stations,ndye tili ndi ma filling stations angati mmalawi muno",economy,negative,medium,yes,
266,"Good, panepo nde ma jerrycan azithekano, bravo Mera",economy,positive,high,yes,
267,Ndebola anyamata ainkata,economy,negative,low,yes,
268,Apaaa ndiye mwabalalikiratu sopanoo,economy,negative,low,yes,
269,That means amene Ali ndi water pump aziyinyamula kupita ku filling station?,economy,neutral,medium,yes,
270,"Apa nde apeza allowance apolisi yokadyera nyama kunyumba, kumwera komanso kudzipepesera kwa ma secretary sure . Uku ndiye timati kuika khoswe pa mtedza",economy,negative,low,yes,
271,Kkkkkk koma Malawi wafikapo dziko longoyenda lopanda mutu,economy,negative,low,yes,
272,Mensa anati kuyambira mawa mafuta ngambwi ngambwii,economy,neutral,medium,yes,
273,Tikugwilitsa ntchito amagalimoto pano pogula fuel,economy,neutral,high,yes,
274,Apolisi azidye basi zomwe mudakwezera mafutazo,economy,negative,medium,yes,
275,Apolisi Ake aba fuel Ku mangochiwa!?!?!?!!!,economy,negative,low,yes,
276,Mmesa amati fuel ndi ngambwingambwi  zataninso chipani chometa mmbali,economy,negative,low,yes,
277,Zafika apa?,economy,neutral,medium,yes,
278,😅😂🤣😂😅 mitu sikugwira asampanyi inu,economy,negative,low,yes,
279,Ndiye kwa amene ali ndi zigayo za diesel ⛽ azinyamulaso chigayocho,economy,neutral,medium,yes,
281,Kukanika kwa zinthu,economy,negative,high,yes,
282,Uku ndiye kungoonjezera ma corruption coz apolice ayenera kubweretsanso anzawo,economy,negative,medium,yes,
283,Wapolice mumamudziwa koma?,economy,negative,low,yes,sarcasis 
284,Officer naye mtonyo amaufunatu😎😎,economy,negative,medium,yes,
285,Police ndabale athu,economy,positive,high,yes,
286,"Mavuto amagetsi ayambilanso, mavuto amafuta ndiamenewa.
Chomwe mwasintha inuyo ndikubweletsa vuto lamagetsi lomwe kunalibe zaka 5 zapitazi.",economy,neutral,high,yes,
287,"Bweretsani mafuta ,, ..",economy,neutral,high,yes,
288,Who will pay allowance for the police officers ? Mmesa munkati akadula satuluka kupita kunja mafutawo ? DPP muvutika ndithu boma lotengela bodza ndi choncho,economy,negative,low,yes,
289,Zavuta zavuta basi,economy,negative,medium,yes,
290,"Bring fuel, then you will get peace and sanity in the gas stations. Otherwise this is just a waste of money. Who will pay their allowances? MERA? Govt? Filling station owners? Hope you aren't going to introduce ""security levy""",economy,neutral,high,yes,
291,Apolice wo ndamene akumayambitsa,economy,negative,medium,yes,
292,"All along a police amakhalapo and ndipamene chinyengo chimachuluka, timangochuna wapolisiyo basi",economy,negative,low,yes,
293,Ndamene amayambitsa ziphuphu akakhalapo paja gulu limeneli ndiye kwao Kwa ziphuphu,economy,negative,medium,yes,
294,Akuba azikawagwira ndindani apolisi akamakhala pa filing'i siteshoni?,economy,negative,high,yes,
295,Muwalipila kenako nawonso apangeso zakatangalezo phindu ndichani bwelesani mafuta wokwanila mafuta ake womwewa wodula nchonchi basi kusowaso eish dzikoli kaya,economy,negative,medium,yes,
296,kut adzitani,economy,negative,medium,yes,
297,nde adziwalipila ndi ndani a MERA kapena eni station?? komaso pakakhala a police nde hiiiii siziyenda nkomwe ma guy awawa anazolowera katangale,economy,negative,low,yes,
298,Munya muona,economy,negative,low,yes,
299,Nanga a njinga za moto odilena mupanga nawo bwanji,economy,neutral,low,yes,
300,Ndi nthaw yoti nao alemele,economy,negative,medium,yes,
301,Amene anatiloza yo khaya,economy,negative,low,no,irrelevant
302,Mesa Men in uniform ndiomwe amayambisa kut gwira apaaa,economy,negative,medium,yes,
303,Bola asazayase mogo,economy,negative,low,no,irrelevant
304,"Akuluza kale ku misokho owawitsau...then apangeso hire a police,,,,aaaah inu simuli serious",economy,negative,low,yes,
305,"Nbwandimbwandi sakutheka, aja nde bolaso kuikapo azibusa tizimva mawu achilimbikitso kuti tsiku lina mavutowa adzatha 😂😂😂😂😂😂awowo nde kuwonjezera mavuto amafuna yonyema yambir",economy,negative,medium,yes,
306,Bola ndikudya ine,economy,neutral,low,yes,
307,Katangale yemwe ali muwapolice,economy,negative,medium,yes,
308,"😂😂😂😂 palibepo solution apa,mwateromo ndiye mwaipatsa moto kuti black market idye bho.",economy,negative,low,yes,
309,Aaaaaaa iyo sinkhani vuto fuel akusowa😅😂 bring more fuel sipakhalaso maphokoso,economy,positive,high,yes,
310,Police 😂😂😂😂 mwabesa.,economy,negative,medium,yes,
311,Mmmm apa ndiye mwangoonjezerapo corruption basi.,economy,negative,low,yes,
312,Mungofuna nawonso Apolice alowe nawo muchinyengomo coz wapolice nayenso maluzi akumuswa,economy,negative,low,yes,
313,Zafika pa mwana wa kana mphala,economy,negative,high,yes,
314,Aloyensetu akuzisaka,economy,negative,high,yes,
315,A police ndiye chigubu amalora fast,economy,negative,high,yes,
316,Still will never help coz anthuwa amathira full tank mugalimoto ndikukachotsamo kunyumba,economy,negative,high,yes,
317,"Flood the market with the commodity,these nonsense will stop",economy,negative,high,yes,
318,Amenewo ndiye bola kuwasiya eni wake azigulitsa okha,economy,negative,high,yes,
320,"Atha nzeru a dpp,hamayoo!!!!!!!!",economy,negative,high,yes,
321,Bola kutenga azising'anga than police,economy,negative,high,yes,
322,Osangobweletsa mafutawo bwanji?,economy,negative,high,yes,
323,Mmmmm ndazuma ngati Dr kokakola,economy,negative,high,yes,
324,Wa Police wa ku Malawi?... Kapena China 😂,economy,negative,high,yes,
325,Akutha mafuta ndi a njinga,economy,negative,high,yes,
326,Pano ndiye kuti ma deal akhala opweka kwambiri,economy,negative,high,yes,
327,My people MERA.  good afternoon  answer with power my people.  Zovuta kwabasi,economy,neutral,high,no,
328,Wa polisi akatamuke wapeza mgodi,economy,negative,high,yes,
329,Anthu mudakali mtulo dziko lomwe lino eti ? Inu simudziwa kuti wa police ndiye mwini wazimenezo ? Ngati kuli munthu osokoneza ndiye wapolice mukumudalirayo yelekeza muone ndalama azipanga iye,economy,negative,high,yes,
330,Apolice ake akumalawi omwewa?😂😂 I dought kuli chinyengo kuno cha nyoooo,economy,negative,high,yes,
331,kkkkkk simunthu kodi wa policeyo,,negative,high,yes,
