id,text,topic_label,sentiment_label,confidence,include,notes
533,"Is a police a robot or a human being? Ngati akulandira ziphuphu aMERA nde mwati wapolisi ndamene akagwire ya bule? 

Mwanama apa Khonje. Mngovumbulukapo basi KT zasolobanyapo za mafutazi",economy,negative,low,no,
534,Kutha ma plan tu uku Takasake forex iwe Takasake mafuta nyapala iwe tipitanso ku mseu tu,economy,negative,high,yes,
535,Mukufuna kuchotsa chinyengo kapena kupen kuonjezera?,economy,negative,high,yes,
536,Police mwini chinyengo,economy,negative,medium,yes,
537,Apolice so a chani mesa week ino mwati zikutha zosowa mafutazi.,economy,negative,high,yes,
538,my people of fuel,economy,negative,high,yes,
539,Koma ndie mwapanikiziika,economy,negative,high,yes,
540,Why police officers when fuel will stabilize tomorrow Tuesday?,economy,negative,high,no,
541,Good morning my pipo fuel,economy,negative,medium,yes,
542,A police ake osaka ma 2 pin wa?? Akatero nde kuti a nyenga kobasi mma bar mu,economy,negative,high,yes,
543,We joke a lot sometimes as a nation,economy,negative,medium,yes,
544,Nde Wina galimoto yafela panyumba/patali ndi filling station azitani?,economy,negative,medium,no,
545,"Tangobweretsa Fuel wokwanira, police so yachani kodi? Dziko lama President atatu zikuvuta patipo kuthana ndi vuto la Fuel?",economy,negative,high,yes,
546,Boma iro!  Kodi anthu tidati mchani powavotera akanganya awawa? Kom aMa lawi tikuzuzika police mpakana yachani ? Bweresani mafuta okwana basi.,economy,negative,medium,yes,
547,Ingopangan zokut mafuta apezeke,economy,negative,medium,yes,
548,Alumbila liti mikulukutamoyo??,economy,negative,high,yes,
549,Apa ndiye malaya athina basi,economy,negative,high,yes,
550,Mesa anduna anati from today file apezekaaaaaaa......so why deploying apolisi...???,economy,negative,high,no,
551,Kuti azilandila ma 5 pin kwa anthu olowelela pa mzere?,economy,negative,medium,yes,
552,Kungoonjezera number ya ma beneficiaries a fuel crisis osati kuthana ndi vuto🤣🤣🤣🤣 tikuwadziwa bwino ife,economy,negative,high,no,
553,Onjezerani third vice president mwina zinthu ziyendako,economy,negative,high,yes,
554,Ndye wa police amene Ali wachinyengoyo,economy,negative,high,no,
555,Dziko lopanda atsogolile silimasowa,economy,negative,high,yes,
556,It's now their turn apange makobidi magayi,economy,negative,low,no,
557,Kungoti zakuvutani basi. Anthu adayamba kalekale kugulira mafuta mzigubu.,economy,negative,high,yes,
558,"It is a good initiative but without addressing supply shortages, the problem will persist.",economy,neutral,high,yes,
559,Nkhani sichitetezo mungobeeletsa mafuta okwanila basi. Kodi mkulukuta moyo anasamuka?,economy,neutral,low,yes,
560,A police ndiye achinyengo kwambiri apa ndiye mwapelekeza khoswe Ku mtedza,economy,negative,high,yes,
561,Simungaletse munthu amwene. Chigubu chalero ndi ma motorbike,economy,negative,low,yes,
562,Kwachema,economy,neutral,low,yes,
563,Nde azikalondera dry pumps?,economy,negative,high,no,
564,"The moment we get to see stupid directives because of leadership failure.
Nde muona ngati apolisi akathandiza cha poti mwangowapatsa mpamba apa, nonsense",economy,negative,high,yes,
565,"Zopanda pake zimenezo, muona ngati apolice wo samakapanga ma deal? Kkkk pamenepo kungowatero achina JJ akungomwetulira kkkk",economy,negative,high,yes,
566,Ofisala nde chida chowopsyezela? 5pin yambatata zatheka lol,economy,negative,high,no,
567,We want fuel makape inu kodi sipaja mmati   ndinu madolo,economy,negative,high,yes,
568,Akulankhula mumba nthawii yimeneyo amatukwanidwa inu simama akubisa fuel ndi sugar ati mumba ndwansanje kkkkkkkk munya muona,economy,negative,high,no,
569,Zili ndi wapolisi kupita ndi dollar kunyumba or  kusangalatsa anthu akubawa omwe amadzikundikila chuma okha,economy,negative,high,yes,
570,Takweza mitengo ya mafuta kuti azipezeka lero a Police zawakhuzaso bwanji 😂😂😂,economy,negative,high,yes,
571,Kodi osangopanga za fuel kuti apezeke bwanji. Azialipila a policewo ndi ndani,economy,negative,high,yes,
572,"Nde popeza apolisowo ndamene akumayambitsa disorder,, amangobwera tu olo osawaitana nawo ati apange ya mchere nde poti achita kulamulidwa nde eish tivutikatu bola so opanda a polisi zimayenda bwino",economy,negative,high,yes,
573,Panopo basi tabalalika.,economy,negative,high,yes,
574,"Akabwera a police wo,tiziwalipiranso?
Cox aitanidwa ndi Mera ty

Nde akamatha fuel aziti tikupitatu kkkk muwauziretu zochita konko.
Elina Gondwe Alihap Khumula Ntchona Keem Wadabwa Jossam  invani kuno",economy,negative,high,no,
575,My people football why not answer power,economy,neutral,high,yes,
576,A police  wo aziwalipira  ndindani? Mesa  paja  amapanga  charge  ma services  ngati  amenewa?? Mitu yophwanyikayo  fotseki,economy,negative,high,yes,
577,A police ake ati?amangoima koteroko nkumaonelera,economy,negative,high,yes,
578,Aaaah iwowo ndi amene amapochera nkumalowetsa anthu,economy,negative,medium,no,
579,Zafika pa mwana wakana phala .,economy,negative,high,no,
580,Apapa wa police maluzi atha🤷,economy,negative,medium,yes,
581,Even the police officer pocket money kuti anthu alowelele.,economy,negative,high,yes,
582,Mpaka apolisi vutoli labwela kuzakhala kodi? Ai bola tikukhuta😂😂😂,economy,negative,high,yes,
583,Za owalipira kuti ndi ndani tizisiye apo koma apapa ndekuti the 'illegal' buying is LEGALISED.,economy,negative,medium,no,
584,Tangobweletsani fuel basi adzipezeka. Taimbani ma foni aja fuel akhalemo mu ma filling station. Apolisiwo you think can not be bribed,economy,negative,high,yes,
585,Malawi wafika pamenepa?,economy,negative,high,no,
586,Nkhondo imakhala pamene paja wa Police m'modzi angayikwanitse??? Mmh mukunamatu inu!!!,economy,negative,low,yes,
587,Zopanda ntchito ife tikudikira mawa paja munati mafuta apezeka,economy,negative,medium,yes,
588,Naonso amakhala akulowetsa line yao.,economy,negative,low,yes,
589,So many excuses. Read what happened in Whitehouse in front of police officers,economy,negative,high,yes,
590,Apo mwawapatsa mwayi wopedzera ndalama nawoso,economy,negative,low,yes,
591,The DPP accused MCP of such malpractices and now the doing the same. My foot!!!,economy,negative,medium,yes,
592,Nde imakhala ya ulere kapena yolipira ndunena kwa a police wo?,economy,negative,low,yes,
593,"Just make the fuel available basi, mukutizunzatu anthu inu. Presence of the officers will not change anything",economy,negative,low,yes,
594,Mwai kwa wa polisi tiziyamba kumpatsa kenakake iyeyo,economy,negative,high,yes,
595,"Mmmmmm apa ndie simunaganize bwino, azithila aku office kwao okhakha.

Petroda ya pa ntcheu boma anthu akulira pa line , apolicd ali pomwepo kulowesa galimoto zomwe akuziziwa kuti zikathile",economy,negative,high,no,
596,"Apolisi ngochepa kale nde azikaswera ku ma filling station, komanso muwayika pa mayesero olandira kangachepe",economy,negative,high,yes,
597,Last week we were promised to have ngambwi ngambwi  by today so we need fuel now,economy,negative,medium,no,
598,"Make commodity available, that's what we want",economy,negative,high,yes,
599,Muuzane ku Merako kuti Mwabalalika,economy,negative,low,no,
600,"Apolice ndiye anthu Opoila kwambiri muma Filling Stations mu.... Amatolera ndalama komanso Kolola zopoila zambiri kumachitika aaaahh... Ine ndinaonapo ku Nkhoma apolice alipompo munthu kuthira Mpakana 500 Litres at once pa pump Mugalimoto and I even asked apolice kuti Mukuloleranji zopoira zimenezi?? Anangondiyankha kuti ""Kodi ndiwe Mulendo kuno eti??""",economy,negative,high,yes,
601,Deployment of police officers  siziphula kanthu zimenezo nawoso amafuna mtonyo🤣🤣🤣🤣,economy,negative,high,yes,
602,Boma lazisilu zoona Agogo ngati awa akalamulire dziko,economy,negative,high,yes,
603,The only solution ndiyot mafutawo apezeke basi....,economy,negative,high,no,
604,Osangovomereza kuti dpp yalephera bwanji,economy,negative,high,no,
605,"Why bringing police, bring fuel",economy,negative,high,yes,
606,apolisi ake ati nanu mxewww,economy,negative,medium,yes,
607,Zigubu tinasiya timagula ndi njinga za moto 😄,economy,negative,high,yes,
608,"Tipeni waka mafuta ise l. I remember during MCP era , you criticized MCP kuti ndi abodza akunamizira Nkhondo ya Ukraine inu pano mukunamiziraso Nkhondo ya Iran ndi America. Pano si izi. To run a gvt is a serious business ma guy .iyi simudzafmdutsatu",economy,negative,high,yes,
609,"Chikufunika ndi mafuta za apolice muziwalipila ndinu? 
Kasakeni mafuta ukoo",economy,negative,high,yes,
610,Ingobweresani mafuta mitengo munakweza kale,economy,negative,high,yes,
611,"Anthu anasiya zigubu panopa ndi magalimoto basi, vendor simunguthe ataaa",economy,negative,low,yes,
612,Make Heather Kamala Akuti ayambesotu a police aja😒😒😒,economy,negative,medium,yes,
613,Zikhala better soon,economy,negative,high,no,
614,Koma mbuzi izi,economy,negative,high,yes,
615,Apolice ena mmene akumalezeleramo aaaaa ndite bola ma bouncer kkk,economy,negative,high,yes,
616,Wa police ndie okonda ntonyoyo.. fuel akakhala Kuti akupezeka Palibe amagula pa black market kmanx ofunika muzipeleka zilanga zokhwima Kwa eni filling station Ndi ogula mafuta zigubu mopanda chilolezo,economy,negative,high,yes,
617,mistake yaikulu kwambiri kuonjezera za chinyengo 🤣🤣,economy,negative,high,no,
618,Mwati wa police ? Okey chabwino,economy,negative,high,no,
619,Nanji wa police oti salary yake ndi yonyenyekaso mmmm mwangomuwonjezera allowance 🤣🤣🤣🤣🤣,economy,negative,high,yes,
620,Mulivindere chomen,economy,negative,high,yes,
621,Koditu amakhalapo. Koma amangopenya,economy,negative,low,no,
622,Zativuta basi,economy,negative,low,no,
623,Za ziii poti a police ndiwomwe amalandila ma 20 pin kuti akuthilire muchigubu anthu akuwona,economy,negative,low,yes,
624,Hiiii ndye a Police wo athandiza cha?,economy,negative,low,no,
625,"A police a ku malawi simukuwadziwa eti,poti nawonso ma levy awakhuzatu,",economy,negative,low,yes,
627,Siziphula kanthu izi. Apolisi nawoso nde amasokoneza zinthu pa pump 🙌,economy,negative,medium,no,
628,Vuto anthu amene alindi mphamvu zopereka ma directives amakhala kuti alije knowledge yammene ngini zikuyendera.,economy,negative,medium,no,
629,Which means anthu asamagule m'zigubu? nanga azigayo za diesel azinyamula zigayozo?,economy,negative,low,yes,
630,"He will get through this, stay strong Malawi",economy,positive,medium,no,
631,Ndabale athu musaiwale,economy,positive,low,yes,
632,Wa police wapeza Gold wina uku,economy,negative,high,yes,
633,Eeeeh zafikapo,economy,negative,high,yes,
634,Hahaha. Paja munkaseka lero mwaziona ndipo simunati,economy,negative,medium,yes,
635,Anthu akumathira ngalimoti then kuka drainer,economy,negative,medium,no,
637,Police iziyilipira ndi a MERA omwewoso kapena zikhala zaulere? Directive yofunika elder tu iyi osati mErA,economy,negative,low,yes,
638,"pakabwera apolisi nde pamene pamachuluka zibwana kwambiri. 
pipo go thru that police officer",economy,negative,high,no,
639,Dzakuvutan,economy,negative,high,yes,
640,Kkkkkkkkkk zakanika,economy,negative,medium,no,
641,Km kukhara wa police eeee mukapuma kumwamba,economy,negative,high,yes,
642,Hahahaa police yake yamasiku ano yosokoneza,economy,negative,medium,yes,
643,Ma president atatu koma palibe chilipoo kkkk,economy,negative,low,no,
644,Vomerezani mafuta akuvutani basi,economy,negative,low,no,
645,"How many filling stations do we have in Malawi? At a minimum, police deploys 2 officers for an operation. How many police officers are we talking about here? Is this realistic? Ku MERA kodi mwasuta chamba?",economy,negative,low,yes,
646,Nthawi yakuti a police nawo apange ndalama.,economy,negative,high,yes,
647,Police officer wake wakumalawi ndi 2pin yokha zothekatu,economy,negative,high,yes,
648,NONSENSE..Ungopangani zoti Fuel Azipezeka basi. Si za UCHITSIRU zi ayi.,economy,negative,low,no,
649,Wapolice nde osokonezayo,economy,negative,low,yes,
650,Iyenso ndi munthu ndalama amazifuna. Palibe chomwe  mwapangapo,economy,negative,high,yes,
651,Do you think pakakhala wapolice zilongosoka? Zativuta basi mafuta kulibe,economy,negative,high,yes,
652,Ndiye apolice wo?,economy,neutral,high,yes,
653,Kodi zafika pamenepa,economy,neutral,low,no,
654,Muwapweteketsa anthu akuyenda olusa sangaope ofisala,economy,negative,high,yes,
655,Ubwino wake paja a police ndabale athu🤣🤣,economy,neutral,high,yes,
656,Police yachani mmalo mobweretsa fuel apa nanu 😏😏😏,economy,negative,low,yes,
657,Police yo ndiye mbava heavy ndiye kuti apa ma attendants will conive with police to have more,economy,negative,high,yes,
658,Malawi wanga mayoooo,economy,neutral,high,no,
659,Aaaaaa aziletsa zigubu,economy,negative,high,yes,
661,Boma lagwa mwachangu,economy,negative,low,no,
662,"Jane PB ChioneKanthu ako kkkkk,vili pa imwe sono wanyinu mukamwerangapo maji",economy,neutral,high,yes,
663,"""Putting police at filling stations is like putting a guard on a dry well—it doesn't make the water flow. While order is nice, the 'chaos' and 'illegal purchases' are symptoms of scarcity. If the fuel was readily available, the black market for jerricans would vanish overnight. We need tankers, not handcuffs.""",economy,negative,high,yes,
