,text,topic_label,sentiment_label,confidence,include,notes
40,Where's this guy with Rolls Royce? I never heard kuti watengapo gawo pakahala zochitika kma kugulila ma Gift akuchikadzi bas.,economy,positive,medium,yes,
41,Dolo bushi❤️🔥,economy,neutral,medium,yes,
42,Timupase upule bas,economy,positive,medium,no,
43,Mbambande  Chief,economy,positive,medium,yes,
44,Kamangila is typing,economy,positive,medium,yes,
45,Yet habakuku is just staying,economy,neutral,medium,yes,
46,Government himserf ine ndmboni 🫂 🫂,economy,neutral,medium,yes,
47,"The 4th Arm of Government 
[THE BUSHIRI]",economy,positive,medium,yes,
48,He always shows when we needed a hand,economy,neutral,medium,yes,
49,No school but too much money aja lero zavutako,economy,positive,medium,yes,
50,Sanayiphonye!,economy,positive,medium,yes,
59,"That's the Major 1 I know, he talk the walk...... He will do it",economy,positive,medium,yes,
60,Tomorrow must be departure with his followers,economy,positive,high,yes,
61,Always monkeys choose bananas over money 👍,economy,neutral,medium,yes,
62,Finally I was wondering why he's kept quiet with so much money 💰 🤑 😁,economy,positive,medium,yes,
63,Power of Major one,economy,positive,medium,yes,
64,Our own prophet 🙏,economy,positive,low,no,
65,"Government himself

THANK YOU MAJOR 1",economy,positive,medium,yes,
51,Let's just do it the way he did it pobwera kuno iye mujaso,economy,neutral,medium,yes,
52,Kamangira think it’s Ai  God bless you major 🙌🏼🙌🏼,economy,positive,high,yes,
53,The real son of the Soil,economy,positive,medium,yes,
54,"Whether An Egg Falls On The Stone Or The Stone Falls On An Egg, The Results Are The Same😏

Kalingalinga proverb",economy,neutral,medium,yes,
55,How to exit jonz without trace ndikamene kakufinka,economy,neutral,medium,yes,
56,Nde muzapiteso,economy,neutral,medium,yes,
57,Tikanayamba ampingofe kukwela.thanks the major one,economy,positive,medium,yes,
58,Akamuna bamboo,economy,positive,high,yes,
66,Katakwe,economy,positive,medium,yes,
67,I second you Emie Banyila Machika,economy,positive,medium,yes,
68,Ma conductors apezeka kale ngat? Please don't leave me out,economy,neutral,medium,yes,
69,Give  him ballon dor,economy,positive,medium,yes,
70,The action man himself 💪,economy,positive,medium,yes,
71,Please when you go take asapite empty,economy,neutral,medium,yes,
72,"Fridge✅
Refrigerator ✅✅
Refridgerator❌❌❌",economy,neutral,low,no,
73,"If it was campaign season you could see politicians showing up much but what most of them are doing is writing posts on social media not action.MJ 1 always shows up for  malawians without taking to heart how us  malawian s speaking evil of him,he has big heart for people.

Malawian has rich pastors why are they quiet ?and organizing prayers for people in SA ,what is needed is more than prayer for those affected.

Respect MJ1",economy,positive,medium,yes,
74,These buses won't cross that famous bridge,economy,negative,medium,yes,
75,Man of the moment,economy,positive,low,no,
77,The man himself 💪💪,economy,positive,medium,yes,
78,"Brian Banda:rate this guy from 1 to 10

Chithyola Banda: I think he's a major one and he deserve position 1 yeah he deserves 👑",economy,neutral,medium,yes,
79,This one is a big man,economy,positive,high,yes,
80,"Not 5 million kwacha eti?
 Thank you papa",economy,positive,medium,yes,
81,Bushiri Manyizo kuchalo,economy,positive,high,yes,
82,Bushiri for president 🥳🥳🥳🥳 we are ready!!,economy,positive,low,yes,
83,Future president of Malawi,economy,positive,high,yes,
84,He can relate,economy,neutral,medium,yes,
85,My question is going kwama artist kuli ziiiii,economy,neutral,high,yes,
86,SB is a warrior,economy,positive,medium,yes,
87,Our own pangolin 🔥🔥,economy,positive,low,no,
88,Moopa ndaaa?,economy,neutral,medium,yes,
89,Our coming president,economy,positive,high,yes,
90,Our own major one,economy,positive,medium,yes,
91,Musazafe muzangosowa papa,economy,positive,high,yes,
92,2030 President 🇲🇼🇲🇼🇲🇼,economy,positive,low,no,
93,The great Man,economy,positive,high,yes,
94,Our coming presedent,economy,positive,high,yes,
95,Legendary 🫡,economy,positive,high,yes,
96,Kd ndichifukwa chani kusuta chamba ndi mulandu while alcoholism n puffin cigarettes it's not a crime can someone get me schooled on that,economy,neutral,medium,yes,
97,Please don't change your mind major 1,economy,positive,medium,yes,
98,Ndimadziwatu ini,economy,neutral,medium,yes,
99,Moopa ndah?,economy,neutral,medium,yes,
100,Real citizen.,economy,positive,medium,yes,
101,"Praying for travelling mercies, knowing what malawians would say if anything happens.",economy,positive,medium,yes,
102,Power that's good news mweeee,economy,positive,medium,yes,
103,"We  give nt cz we hve a lot bt we know hw it feels nt to hve any
Keep it up Bushiri",economy,positive,medium,yes,
104,can you say that again,economy,neutral,medium,yes,
105,Ayu angomutenga Malawiyu,economy,positive,medium,yes,
106,"Kenako Counsel kamangira ayakhule zake zija 
our prophet is really doing his best 💪👌🔥🔥🔥",economy,positive,medium,yes,
107,Mpinga Chach and Nama fan's think's it's .....thanks 🫂 meja sichapafupi,economy,positive,medium,yes,
108,"Esnart Mfune , Bushiri is bigger than cha?",economy,positive,medium,yes,
109,Liabunya think it's AI,economy,neutral,medium,yes,
110,"What about the one always  said lero ndikumudlitsa uyu kod  situation sanaione, pangen tage 🤣🤣🤣",economy,neutral,medium,yes,
111,That's my father job 🙂,economy,positive,medium,yes,
112,I will b there in Malawi 🇲🇼 once Bushir i elected to be Malaw president but for now let me kip on moving around here Nkhamenya 😂😅,economy,neutral,medium,yes,
113,Dolo katatu 💜💜 plz  oh Lord bless this Soul,economy,positive,medium,yes,
114,Our next president  👏 🙌 ❤️,economy,positive,medium,yes,
115,They’re so many people with money in Malawi yet every time if we have big problems he always help us but people still criticise him I think this guy deserves flowers,economy,positive,high,yes,
116,Original super hero🙏,economy,positive,high,yes,
117,I’m here mpaka 2037 wooooo😜,economy,negative,high,yes,
118,May they drop me mu Zimbabwe,economy,neutral,high,yes,
119,Prophet Liabunya and Habakuku think it's AI 😀,economy,neutral,medium,yes,
120,"He knows the story,, he went through similar  situation",economy,positive,high,yes,
121,Did he use bus when coming to malawi,economy,negative,medium,yes,
122,Even South Africa can choose Bushiri to be their president🤣🤣🤣,economy,positive,low,no,
123,The major Prophet,economy,positive,low,no,
124,"One man down! I repeat, One Man down!
Amuna 1 can you hear me?",economy,positive,medium,yes,
125,"To my South African brothers and sisters,

I understand and respect your desire to protect your country and create opportunities for your citizens. Every nation has the right to address its challenges and seek solutions for its people.

However, asking foreigners to leave by 30 June is a very short notice for people who have built their lives here over many years. Many are married to South Africans, have children, jobs, businesses, and deep friendships within communities. Uprooting lives is not something that can be done overnight. A reasonable transition period, such as six months or more, would allow people to make proper arrangements with dignity.

As Africans, we are brothers and sisters born in different countries but connected by one continent and a shared history. Let us not allow the actions of criminals to define entire communities or push us into decisions that may damage the image of South Africa and the values of Ubuntu that the world admires.

While I support the goal of addressing national concerns, I respectfully differ on the approach. Let us handle these matters with humanity, dignity, integrity, and wisdom. The strength of a nation is not only in how it protects its people, but also in how it treats others during difficult times.

With respect and concern,

KiNdipo some of our ladies already have Brazilian Hair. We are Brazilians of Malawian origin.😂
 Daniel Nelson
""The Africa Number One Citizen""",economy,neutral,medium,yes,
126,"I'll believe when it actually happens, this one tends to be slippery 😞",economy,neutral,medium,yes,
127,Any one ready let's go men we can't pay kom za boma we can pay tax,economy,neutral,medium,yes,
128,Kamangira and 99 others have something to say,economy,neutral,medium,yes,
129,"Prophet has a helping heart , osanama",economy,positive,medium,yes,
130,"Action speaking louder than words. Very smart no mavuvu, wiwuwiwu just action . But the government eeeh😂🙌noise too much .",economy,positive,medium,yes,
131,Respectfully to major one but why to Thom simbi  and napori,economy,positive,medium,yes,
132,"Wat du think about MALAWI????

BUSHIRI AND SHORT MEN with patapata😂😂😂😂",economy,positive,high,yes,
133,Umuthu upose apa,economy,neutral,high,yes,
134,Give him the entire Malawi to rule please,economy,positive,medium,yes,
135,Those busses their must carry fall Brother's here,economy,positive,low,no,
137,My president. Remember me in your cabinet,economy,positive,high,yes,
138,Mundiponyeremo kondowole.,economy,neutral,medium,yes,
139,Meanwhile everyday 400 people are going to South Africa,economy,neutral,medium,yes,
140,Next president of the republic of malawi,economy,positive,medium,yes,
141,Big man himself 👏👏👏👏,economy,positive,medium,yes,
142,Ma bus abwera empty for the why???,economy,neutral,low,yes,
143,I receive papa,economy,positive,low,yes,
144,Ati ma bus'wo apita empty? My friend is asking,economy,positive,medium,yes,
145,Amaziwa kuti pa joloza zikafika potelepa amatani after experience is the best teacher,economy,positive,low,no,
146,You're one,economy,positive,medium,yes,
147,Habakuku aiso  he promise 15  buses,economy,positive,medium,yes,
148,Solder of peace 🌠🕊️✊🏾,economy,positive,medium,yes,
149,Dolo kabilion,economy,positive,medium,yes,
150,I should've gone in SA I didn't know there gona be free transport back home😭😭,economy,positive,medium,yes,
151,He don't  fulfill this one,economy,neutral,medium,yes,
152,What is Mpinganjila doing with his money kodi?🤔🤔🤔,economy,neutral,medium,yes,
153,The bushiri thax,economy,positive,high,yes,
154,Does intentions matter?...,economy,positive,medium,yes,
155,Goat 🐐,economy,positive,medium,yes,
156,"Maybe this world ended a long time ago, and we are the ones who didn't make it to heaven 🤔",economy,positive,low,no,
157,Pangolin & he is better than 5 million offered by Atupere Muluzi,economy,positive,medium,yes,
158,So the pic was not enough and now you're here to see what people are saying... On behalf of em how are you sir/madam,economy,neutral,medium,yes,
159,Mutitenge popitapo my spiritual father 🤝,economy,positive,medium,yes,
160,Mkulukuta wen wen,economy,positive,medium,yes,
161,Bola apa,economy,positive,medium,no,
162,This guy when he speaks he does it,economy,positive,medium,no,
163,South Africans think it is AI,economy,neutral,high,yes,
164,A man with God 🤝 wasalaso a prophet Chitete,economy,positive,high,yes,
165,"Pangolin,🥰",economy,positive,high,yes,
,Where is Mpinganjira?,economy,positive,high,yes,
,Major 1 may almighty lord abwezelese pomwe muchse,economy,positive,high,yes,
,Do that please Bushili 🙏,economy,positive,high,yes,
,The only rich man in Malawi 🇲🇼 🔥,economy,positive,high,yes,
,Umakwana Bush beib in girls voice😂,economy,positive,high,yes,
,Well done.  Man  of gold not man of silver,economy,positive,high,yes,
,My spiritual father,economy,positive,high,yes,
,Thats the spirit💥💥💪💪big up major,economy,positive,high,yes,
,We can just say he's the president by now,economy,positive,high,yes,
,Eeee this man again,economy,positive,high,yes,
,Power bosman,economy,positive,high,yes,
,"Big Man Wamkulu,,, Big Up Yourself 👏👏",economy,positive,high,yes,
,Bushiri always love his country 🇲🇼,economy,positive,high,yes,
,Me calculating cash that he spends 😈,economy,positive,high,yes,
,Major 1 can we link up tomorrow and discuss the issues 😂😂😂 ineso am preparing 4 buses to add on,economy,positive,high,yes,
,The man of the Soil💪🇲🇼,economy,positive,high,yes,
,"But the Buses can't go alone...

Uku ndhe kuononga I will go 😉😉",economy,neutral,high,yes,
,Well done fada !!!! 🔥🔥🔥🔥🫡,economy,positive,medium,yes,
,The richest MAN in MALAWI 🇲🇼,economy,positive,high,yes,
,Timadikira inuyo komanso kwatsala a FDH aja,economy,positive,high,yes,
,But he is really trying ooooh,economy,positive,high,yes,
,"Life is a journey call me🤞🏾

MCHENGA 🤝",economy,neutral,high,yes,
,The meaning  of that  stone that  builder rejected it has become a chief corner stone at the end   Amen  Major one,economy,positive,medium,yes,
,I knew he will come around coz he knows what is like to be in that country....,economy,positive,high,yes,
,We must make Prophet Shepherd Bushiri a president of Malawi if we need to succeed as a nation.,economy,positive,high,yes,
,I can now confirm that he’s indeed the richest man in Malawi 🥹 God bless you sir 👏,economy,positive,high,yes,
,Zinazo padera koma we all need to learn from this guy.....be kind,economy,positive,medium,yes,
,God bless you,economy,positive,high,yes,
,God bless him with more blessings,economy,positive,high,yes,
,Uyu nde munthu,economy,positive,high,yes,
,Komano akulakwisa kupitisa mbali imodzi nanga Aku Capetown fe?😩,economy,positive,medium,yes,
,Anthu awa amayenela kufikilidwa mwa padela ndi asogoleli a dziko kuti athandize kutukula dziko lathu ali ndi kuthekela big up to him 👏💪,economy,positive,high,yes,
,dolo uyu,economy,positive,high,yes,
,,economy,positive,high,yes,
,,economy,positive,,,
,,economy,,,,
,,economy,,,,
,,economy,,,,
