id,text,topic_label,sentiment_label,confidence,include,notes
90,More corruption than before😂😂😂,economy,negative,medium,yes,
91,I saw some policemen collecting K5000 from motorists olowela panzere pa Petroda ya pa Mbayani last week. So apapa tikusova vuto?,economy,neutral,high,yes,
92,Ngambwi ngambwi uja ankanena motumbwa ma cadet kodi  uyu kkkkkk,economy,neutral,low,no,
93,"Bola mukanati a gada or G4, koma police aaa",economy,negative,high,yes,
94,Hahaha apa ndiye mwaononga zinthu. Chinyengo mwachithira Petro kut chiyake kwambiri,economy,negative,low,no,
95,Apolisi  akumalandira kesh  pa mnzere. Naye ndi munthu,economy,negative,high,yes,
96,Kod mafuta wo abwera?,economy,neutral,low,no,
97,Lemerani apolisi nyengo yajikwanila.,economy,neutral,medium,yes,
98,Koma koma 😂😂😂😂😂😂mpkq apolice,economy,neutral,medium,yes,
99,A police wa nde olandira ma brides kaya kumalowetsa Odisha. 1 police officer yosagwira,economy,negative,medium,yes,
100,"Tangobwelesani mafutawo apa ,dealer awonde mafuta yemweso alipile a Police kapena muziwa lipila ndinu?kodi mafuta kapena boma limapeleka ngat fertilizer uja,nanga anthu agula wokha kuwauzaso zochita why??",economy,neutral,medium,yes,
101,Aziwalipila amerawo?,economy,neutral,medium,yes,
102,Zakukanikani basi vomerezani uwuma mitu inu,economy,neutral,medium,yes,
103,Zavutadi ati paka law enforcement officers pa refilling station,economy,neutral,medium,yes,
104,amasokoneza ndipomwe mukuwaokawa amatolera ndalama,economy,negative,medium,yes,
105,Zinthuzi Za nthaw ya Chakwela mukugwilitsabe ntcito???,economy,neutral,medium,yes,
106,"Hahahaha kuthira paraffin pa moto kale 
Asodola osati sewero",economy,neutral,low,no,
107,Koma police idaphweka. Mpaka kogulitsa mafuta a galimoto kkkkkkkkkkkkkkkkk,economy,neutral,low,no,
108,The problem is not Jericans. The problem is the gvt and it's regulatory institutions for failing to make the commodity readily available though raising the price twice.,economy,negative,medium,yes,
109,🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 #Atelo Kma tiwona zinthu mu Boma la Baraba mpaka police officer ku filling station fuel🙌🙌,economy,negative,medium,yes,
110,Kod wapoliceyo ndiye safuna ndalama? kaya tingoona katangare  akuyamba ndi amene akt ndi othetsa katangarewo.,economy,neutral,medium,yes,
111,Popeza a police omweo ndi omwe amakhala patsogolo kutsogolela zopusazi tangopqngani zoti mafuta apezeke mesa mumkati musintha zinthu kodi,economy,negative,medium,yes,
112,"A police nde ali bho ,, tidzithila fast bola 5 pin",economy,positive,medium,yes,
113,Azigayo mwawaika pat bcoz amakhomelaso misonkho zinthuzaozo???,economy,negative,medium,yes,
114,Anthu anaiwerenga kale amakathila mu galimot full tank then ndukukapopa kwawo ndikubweraso,economy,neutral,medium,yes,
115,Kwanuko tu Nanga kuno tingamanyamule ma boat nawoni pa filling station?,economy,neutral,high,yes,
116,Zoona,economy,positive,high,yes,
117,Abalalika2,economy,negative,high,yes,
118,Why would  I  have  car in Malawi,economy,neutral,high,yes,
119,Zaziii moti akagwire  mbava uko,economy,negative,medium,yes,
120,Muphetsa a police,economy,negative,high,yes,
121,Misonkhano yake ikumakhala in the stations ija pafunika kamulu ka apolisi kkkkk,economy,positive,medium,yes,
122,Apolisi ndi abale athu.,economy,neutral,low,no,
123,Nzeru zatha zikatere,economy,neutral,low,no,
124,"Kkkk a police aku Malawi ,let us be serious",economy,negative,medium,yes,
125,😂😂😂😂 koma kwavuta kkkkk  boma kulila nalo,economy,negative,medium,yes,
126,Kkkk mpaka fuel muphatikiza ndi apolice ⛽🤣🤣🤣 akutibera kale pa njira akatiberetso pothira mafuta aaaa mukulukuta bibi government 🤔🤔,economy,negative,medium,yes,
127,Olo apolice they do need money what a solution is that?,economy,neutral,medium,yes,
128,"Just make it available bas izizi ndizomwe amkadzudzulidwa mumba zija ,😏😏🤔🤔",economy,negative,medium,yes,
129,"The presence of the police will make this problem even worse,aja ndiwo abwenzi ambava",economy,negative,medium,yes,
130,Ndalama zichokera kut zopatsa a police wo  kmso budget yose yolipila ma police wo nd zingat and for how long akhele akupanga zimenezo a MPS wo??,economy,negative,medium,yes,
131,Wapolisi ndye ophweka kumuhongayo 🤔,economy,negative,medium,yes,
132,WA police wake nditakhala ine kuti ndizikhalapo ndiyetu ndingalemere,economy,negative,high,yes,
133,Wa police nde kuchimake kofuna ndalama.ndevbolaso asilikalitu,economy,negative,high,yes,
134,kkkk a police akenso ati? nao  eish,economy,negative,medium,yes,
135,A police nthawi yanu mulemera basi 🤣🤣🤣😂😂,economy,neutral,low,no,
137,Wapolice alore wa  galimoto athire then tikapanga drain mkuthila muzigubu cheteeeee black market singathe,economy,negative,high,yes,
138,"Ndendende ndi a MCP palibepo chasintha  KUDUMPHA MIKOZO kuponda BIBI ,KM ambili akugona",economy,negative,medium,yes,
139,Anthu ma deal amamenya ndi apolice omwewow,economy,negative,medium,yes,
140,"Abweretse mafuta 
Mukunenazo mzopanda ntchito",economy,negative,medium,yes,
141,Tangobweretsani mafuta osati izizi,economy,negative,medium,yes,
142,Fitini khonje😂😂😂,economy,neutral,low,no,
143,Tilemera tonse chaka chino 🤣🤣🤣🤣🤣bravo (MERA),economy,neutral,low,no,
144,Dpp yolephela,economy,negative,medium,yes,
145,Boma lafinyika ili😂😂😂😂😂,economy,neutral,low,no,
146,Ndiye chinyengo ngati chitha?,economy,neutral,medium,yes,
147,Akumatolela ndalama kwa anyamata a zigubu mesa ndi a Police omwewo.,economy,negative,medium,yes,
148,Nde kumtero wa Policeyo sbc akhangt iyeo nde mafutao 🤣,economy,negative,medium,yes,
149,Kodi mesa mukuti ayamba kupezeka mawa nde bwanjiso apolisiwo akangokhalapo lero lokha? Komaso ndalama yowalipila ichokela kuti lol,economy,negative,medium,yes,
150,Apeza podyelatu,economy,neutral,medium,yes,
151,Boma la zitsiru ili mot agule mafuta mkumakapangaso hire apolice  mmmmm kumalawi  ndalama timaseweretsa ndithu,economy,neutral,medium,yes,
152,Hahahaha apolice wo nde achinyengowo.. ingobweletsani mafutao zinazo zipangidwa sort automatically.,economy,negative,medium,yes,
153,Koma police zomwe ikumapanga ma filling station eish Kaya mwina,economy,neutral,high,yes,
154,Ndipo masanje ake 🤣🤣🤣🤣 attendant ndi wa chinyengo kale nde apapanso mukuonjezela chinyengo china kkkkkk kulemeletsa apolisi azitichotsa a traffic apapa mpaka apolisi atitsatira ku filling station ..work on having alot of fuel ..get police azisaka mbava,economy,negative,medium,yes,
155,Apolisi olora bribe awo 😂😂😂😂,economy,negative,medium,yes,
156,Pvt or zawaka?,economy,neutral,low,no,
157,Which police officers are you really talking about? Omwe akangowona 5pin amachita kuyinjenjemerawa? Vuto muli mu ma office zochitika pa ground simungaziziwe🤣🤣🤣🤣,economy,neutral,medium,yes,
158,Dzana lija mumati pa filling station papezeka mafuta kapena apolice ?,economy,neutral,medium,yes,
159,Paja wa police waku Malawi alibe nthito mkona mukuwatuma zopusazo,economy,neutral,medium,yes,
160,Ndipo a Police omwe akumalandira ma 10pin wo kuti ulowese galimoto mkati aaa🚮🚮🚮,economy,negative,medium,yes,
161,Koma guys,economy,neutral,low,no,
162,A police adwa ndalama pamenepo,economy,neutral,low,no,
163,Apolisi a chilungamo muwatenga kuti kuti apange zemezo😂😂,economy,neutral,high,yes,
164,Nde amenewa sibasi afunika ma allowance,economy,neutral,medium,yes,
165,Kodi wapolosiyo ndi munthu kapena chitsulo?,economy,,,,
,,economy,,,,
