,text,topic_label,sentiment_label,confidence,include,notes
696,Paja mumati ndi mfiti apa mwangoti chete tu,economy,neutral,medium,yes,
697,That's nice,economy,positive,high,yes,
698,That's very kind Mr Bushiri..,economy,positive,high,yes,
699,"Thank u Mr bushir, mwatiyimilira",economy,positive,high,yes,
700,Still now i wonder why bushiri is not our president,economy,neutral,medium,yes,
701,Zapamwamba 👏,economy,positive,high,yes,
702,Nkulukuta,economy,neutral,high,yes,
703,Argh tilipobe ife,economy,positive,high,yes,
704,Dolo kwambir,economy,positive,high,yes,
705,Dolo kangapo 🔥 may God bless you major 1,economy,positive,high,yes,
706,"Bola mabus onse afike, chfkwa patha kukhalapotu chakhumi apa😫😭😭",economy,positive,high,yes,
707,Mbali zakunonso afike,economy,positive,high,yes,
708,God bless 🔥😍,economy,positive,high,yes,
709,Pls inenso mmafuna thandizo la abwanawa ndikuvutika nde ndimasilira ku sa nde mmene ma bass azipita inenso andithandize mwa ulele akandisiyeko then azikawabweza akufuna kubwerera mwa ulelewo,economy,positive,high,yes,
710,Nde umuda walakwa chan bushiri💪💪,economy,neutral,medium,yes,
711,Asapite empty tikwerenao ife,economy,positive,high,yes,
712,Uyuyu kudananaye nde kuti vuto ndiweyo sure,economy,neutral,medium,yes,
713,Koma nduona ngati tikanasiya kae. Osawatenga kae. Ndiomweotu amene akubwelerako,economy,neutral,medium,yes,
714,That's great news,economy,positive,high,yes,
715,Yes papah,economy,neutral,medium,yes,
716,Bushimanyizo ndi 1 palibenso wina,economy,negative,low,no,
717,Aasiye ayende wapansi,economy,negative,low,no,
718,God bless you man of God 🙏🙏🙏🙏,economy,positive,high,yes,
719,That's a good development big up major one,economy,positive,high,yes,
720,Ichi,economy,negative,high,yes,
721,Wathu wathu 💪,economy,positive,high,yes,
722,That's the real definition of man of God,economy,positive,high,yes,
723,"Uyuyu ndi boma palokha, zikuvuta Pati kukangolowa kusanjika",economy,neutral,medium,yes,
724,Good news,economy,positive,high,yes,
725,Munthu mulala chomeni Prophet Shepherd Bushiri 🙏,economy,positive,high,yes,
726,He knows the pain felt by his brothers and sisters,economy,positive,high,yes,
727,Katswiri 🔥🔥,economy,positive,high,yes,
728,Abwelaliti,economy,positive,high,yes,
729,Mutengekoso mbatata akamwere tea asananyamuke,economy,neutral,medium,yes,
730,Bushiri iweyo usazafe udzangosowa.,economy,positive,high,yes,
731,Awawa ndi mashini baba,economy,positive,high,yes,
732,Bushiri modzi yekha ndi okwanira kulamulira Malawi 😎 Nthawi yoti ndikadziwe jozi yakwana 🤔,economy,positive,high,yes,
733,"This happens during month end when others go to the bank for banking while others for withdrawing, the circle never finish since the bank was established.",economy,neutral,medium,yes,
734,Mukatelo Muzimu Nyoza,economy,neutral,medium,yes,
735,Ikani kuti prophet shepherd bushiri,economy,neutral,medium,yes,
736,Bolatu pamenepo,economy,positive,high,yes,
738,Komatu kutengeka agulu kkkk,economy,positive,high,yes,
739,Uyu ndi Dolo 🔥,economy,positive,high,yes,
741,Sataya wake mulengi,economy,positive,high,yes,
742,Man wa amathandiza pamavuto kom tikat timunene amalawi eeee,economy,positive,high,yes,
743,Kadzikoka angotenga fadah wa😂,economy,positive,high,yes,
744,Zikativuta amalawi Bushiri he is only one comes forefront yet tili ndi ma billionaire ambili we should thank God  for giving us upper hand like this 🙏🙏🙏,economy,positive,high,yes,
745,Ay zilibwino munthu Koma uwu,economy,negative,high,yes,
746,Great news to rescue our brothers and sisters from bondage,economy,positive,high,yes,
747,"Anthu a march on March abowa mabiggy ambiri,,ma business awo aima",economy,negative,low,yes,
748,I saw it coming,economy,positive,high,no,
749,Dolo ka 10,economy,positive,high,yes,
750,Ambuye apitilize kumudalitsa uyu,economy,positive,high,yes,
751,President wathu wathu wachinyamata uyu 🎉🎉🎉🎉🎉🎉🎉,economy,positive,high,yes,
752,Ulemu wake asamuiwale zaka Passover Chanel,economy,positive,high,yes,
753,2030 BOMA!!!!,economy,positive,high,yes,
754,May God bless you,economy,positive,high,yes,
755,Apa ndye zlibino..🤣😃🤣😅,economy,positive,high,yes,
756,Really Man Of God 👌👌,economy,positive,medium,yes,
757,Nsaname Bushiri is trying his best to show love in his country. Akupezeka in all areas kuthandiza dziko lake popanda kuyang'ana nkhope ndi nyengo zake zomwe nayeso akudutsa.  Bushiri receive your flowers while you still alive 💕💝💞😍🤗🎉🎊,economy,positive,medium,yes,
758,Kunoso ku Capetown afikeko,economy,positive,medium,yes,
759,Zikomo,economy,positive,medium,yes,
760,10 zachepa chinantindi kuno,economy,positive,high,,
762,Dolo kwambiri 🙌,economy,positive,medium,yes,
763,Incase they will need an assistant wamuBus passport ilipo abale isachite kupanga expire tisanayende 😅,economy,neutral,,,
764,Nde popita bus zo zititengeko zikatisiye konko,economy,neutral,medium,yes,
765,"Zombie
Simbi
mpinga
Joyce
Bakili",economy,neutral,high,yes,
766,Dolo bushizo🙌🙌🙌,economy,neutral,medium,yes,
767,Atupele 5million kwacha trusted president,economy,neutral,medium,yes,
768,Watsala ndi IKK,economy,negative,low,no,
769,God bless you 🙏🙏🙏🙏🙏,economy,positive,medium,yes,
770,Alex Suman paja mmatokota😂,economy,negative,high,yes,
771,Zamphamvu,economy,positive,low,no,
772,Koma this  guy need Ward for sure,economy,positive,medium,yes,
773,"bola pamenepo , ambuye azimudalitsa mochuluka Bushiri ekhayo enanu mudzikhala choncho , fokofo",economy,positive,medium,yes,
774,We call that 💕🙏,economy,positive,high,yes,
775,Munthu opilira uyuu... Mukati mumunene???  Akachita zabwino muli mweeeee🤗🤗koma dziko lofunikadi kupilira anyway God bless you olwz Sir👍,economy,positive,low,no,
776,Ambuye alemekezeke,economy,positive,medium,yes,
777,Atupele muluzi wapeleka 5 million muziwa et🤭,economy,neutral,high,yes,
778,His truly a blessed man of God.,economy,positive,medium,yes,
779,I saw it coming,economy,neutral,low,yes,
780,Nde kwatero ma South Africans wo oho🤣🤣 🙌,economy,neutral,low,yes,
781,He is always there in times of need👏,economy,positive,medium,yes,
782,Muthu wamkulu mwagwila ntchito kwambili 👍👍👍,economy,positive,high,yes,
783,Asaa,economy,neutral,low,no,
784,Ma bus apite opanda kanthu ayi Tikwele tizivaya 😆 🤣 😂 😹 😆 🤣 😂 😆 🤣 😂 😹 😆 🤣 😂 😹 😆 🤣 😂 😹,economy,neutral,high,yes,
785,"God bless you, prophet bushiri",economy,positive,medium,yes,
786,God bless you Bushiri,economy,positive,medium,yes,
787,papa,economy,neutral,medium,yes,
788,Ineyo ndi madabwa kuti papa alikuti,economy,neutral,high,yes,
789,Munthu koma ameneyu 🔥🔥🔥,economy,positive,medium,yes,
790,Dolo kambirimbiri,economy,positive,medium,yes,
791,Nonse munapeleka funds ku beautifying Malawi please come and help ukuku nde koyenekela thandizo kwambiri. Koma muli quite why???????.,economy,positive,high,yes,
792,Well done prophet,economy,positive,medium,yes,
793,Mwai wanga ngomweu ot mzipita ku Joni😂,economy,neutral,high,yes,
794,N Zimbabwe says their pipo will walk back home😂😂😂😂🙌🙌🙌kmbe atitengeko tkasnthane ndiomwe azbwerawo,economy,positive,medium,yes,
795,Azatitenged,economy,positive,high,yes,
796,"Bus imeneyo ndikwelana nawo passport yanga ikanali fresh, ndikaoneko kujoweni basiii bus isayende empty",economy,positive,high,yes,
797,Mmmmm awawa size imakana akafuna kupanga zithu,economy,positive,medium,yes,
798,Uyu ndi katundu uyu,economy,positive,high,yes,
799,A malawi ndi anthu chipongwe kwambiri amayankhula zoyipa kwa Bushiri ulendo uno asawathandize alape kaye,economy,neutral,medium,yes,
800,Doro katatu💝,economy,positive,medium,no,
801,Moses 🔥🔥🔥🔥🔥🔥,economy,neutral,high,no,
802,🤝🔥🫡🇲🇼,economy,neutral,high,no,
803,Ma bus ku malawi kuno anyamuka empty?,economy,neutral,medium,no,
804,"Boma 8 Bushiri 10

Usankha wekha Boma",economy,neutral,medium,yes,
805,Iweo ndi shasha ukufunika kutenga bomali 🙌🙌,economy,positive,high,yes,
806,May God continue bless you man of God,economy,positive,medium,no,
807,Amatha kwambiri,economy,positive,medium,no,
808,Ndipo ndipomwepo sunaiphonye fadah,economy,positive,high,yes,
809,Mundiuze akamanyamuka tikwele nawo nanga zipite empty,economy,positive,high,yes,
810,Mukutiuza nchizungu sichoncho? Kapena mufuna anve nawo ndan,economy,positive,high,yes,
812,Inde iwe... uyu ndi munthu umumva wina akut konatu ndi ujeni,economy,neutral,high,no,
813,"Where r the CCAP , Cathoric, SDA, Living Waters, etc they have their own buses",economy,neutral,high,no,
814,Ndiye wina iwe kumaima pachulu kumati ndipeleka 5 mita manyazi bwaa😂😂😂😂😂,economy,negative,medium,no,
815,Komano zomajambulana zija sizabwino mwamva atola nkhani,economy,neutral,low,yes,
816,Esh zopita empty zo ndizomwe sakugwilizana nazo kod kumangochi kulibe Ali Ndima 50pin oti azipita jonz yotchipa ilipo iyi sizama lezala zanuzo,economy,neutral,high,yes,
817,Going news 🔥🔥,economy,positive,medium,yes,
818,Uyu nde kamuna osati aja 5mita angakwelele anthu angati,economy,negative,medium,yes,
819,God bless him,economy,positive,high,yes,
820,Congratulations 🎉👏,economy,positive,medium,yes,
821,Ooooh yesss🫶🏼🔥,economy,positive,medium,yes,
822,Mpaseni chinthuchi uyu,economy,positive,high,yes,
823,Nkhani yabwino kwambiri,economy,positive,medium,yes,
824,Where is Mr Fdh,economy,neutral,high,yes,
825,Kodi Liabunya akutipo chani ? Mesa ali ku south Africa komkuno ?,economy,negative,high,yes,
826,Massage copied major,economy,positive,medium,yes,
827,Man of God indeed bushiri.keep it up.,economy,positive,medium,yes,
828,Anthu asamvutike ayi,economy,positive,medium,yes,
829,What about a CCAP?????,economy,neutral,high,yes,
830,Awa nde oyenerad coz kuli nkhosa zao zambiri meneku,economy,positive,medium,yes,
831,Mpinganjira and napoleon dzombe ndiomwe asala,economy,positive,medium,yes,
,"Ndiye popita zititengeko nanga zingoyenda empty,",economy,neutral,high,yes,
,nde ma bus akhara empty from here hamayo apa now ndkupita nawo,economy,positive,medium,yes,
,Katswiri,economy,positive,high,yes,
,Za kumwamba,economy,positive,high,yes,
,Your kindness is greatly appreciated by many#sir major one,economy,positive,high,yes,
,Kenaka mudxayambe kumunyoza wati,economy,neutral,low,no,
,waganiza booo paja iweyuso tinamupulumutsa ndife achewa mumatinyoxafe chipanda gule wankulu kaya zikanamuthela bwanji kaya,economy,positive,high,yes,
,Et ma bus 10 oil wavuyayi  anthu ndolemera mmmm,economy,positive,medium,yes,
,Enafe koma kumangolubwaaa,economy,positive,high,yes,
,Ediego de De Boss,economy,neutral,high,no,
,God is good,economy,positive,medium,yes,
,Tikawasinthe avutika kokwana 😅 when are we going,economy,negative,high,yes,
,Nice work,economy,positive,medium,yes,
,"Km ife sitilola kut angopita empty
Atitengatu kkkkk",economy,neutral,high,yes,
,sometimes its difficult to vary a trap and empathy.  pemphero langa ndilakuti anthu amma bus ten onsewo azafike bwino tisamve zina ayi.,economy,positive,medium,yes,
,Chikondi kuposa boma,economy,positive,high,yes,
,Abwana awawa ambuye azipitiliza kwa dalisa,economy,positive,high,yes,
,"Zina kumayamika,ntchito mukugwira yopambana",economy,positive,high,yes,
,Good bless you Prophet,economy,positive,high,yes,
,🙌👏👏👏What a blessing❤️,economy,positive,medium,yes,
,Amen man of GOD 🙏,economy,neutral,low,no,
,"Ramaphosa mukanangomuwuza kuti government, ankayesa watumizatu ake.",economy,positive,medium,yes,
,Osamangot ndili ndindalama kunena ma chanje,economy,positive,high,yes,
,Munthu uyu ndiwothandiza kwambiri mu top ya anthu olemera onse ena amangosangalasidwa akamatamidwa kt ndi achuma koma moyo othandiza mulibe,economy,positive,medium,yes,
,Boma likukanika kupanga zimene ai ndithu major 1 mulungu akwanilitse zokhumba zake painu,economy,positive,high,yes,
,Mumakwana,economy,positive,high,yes,
,Za power 🙏,economy,positive,medium,yes,
,"Finally the man of God has stepped in,,,, great development...",economy,positive,high,yes,
,Bushiri wabwera tsopano,economy,positive,high,yes,
,President ndiyemweyi sitikusitha,economy,positive,medium,yes,
,That's Great Major 1👏👏👏,economy,positive,medium,yes,
,"Pobwela bus imodzi kut ipange ka ngozi ipezekaso kut nkhaniyi yasintha, anyway keep up the good work 🔥🔥",economy,positive,high,yes,
,Munthu wamkuru,economy,positive,low,no,
